chapter,entity,entity_type,count
25,นาม,PERSON,1
25,น้องตั้งครรภ์เพคะ,PERSON,1
25,น้องมีนิมิต,PERSON,1
25,น้องหญิง,PERSON,4
25,น้องหญิงครอง,PERSON,1
25,น้องหญิงช่างราชสกุลศากยวงศ์พี่,PERSON,1
25,น้องหญิงช่างไพเราะน่าฟัง,PERSON,1
25,น้องหญิงพี่,PERSON,1
25,น้องหญิงรักพระเจ้าเสนทโกศลก็,PERSON,1
25,น้องเพคะแคว้นโกศล,PERSON,1
25,ประนมพระ,PERSON,1
25,ประนมพระราชบิดา,PERSON,1
25,พระ,PERSON,2
25,พระธิดาพระโอรสพระเจ้าแคว้นพระทัย,PERSON,1
25,พระธิดาอย่างมีความสุข,PERSON,1
25,พระพระเจ้าตรัสเมตตาพระนาง,PERSON,1
25,พระพระเจ้าเสนทโกศล,PERSON,1
25,พระมหาพระบรมมหาราชวัง,PERSON,1
25,พระมเหสีขัตติย,PERSON,1
25,พระสัมมาสัมพุทธเจ้า,PERSON,1
25,พระเจ้าครอง,PERSON,1
25,พระเจ้ามหานาม,PERSON,1
25,พระเจ้าเสนทโกศล,PERSON,2
25,พระเล่า,PERSON,1
25,ราชวงศ์,PERSON,1
25,ลันลันล้า,PERSON,1
25,ลันลันล้าลันลัน,PERSON,1
25,วรรณะจัณฑาลต่ำต้อย,PERSON,1
25,สมเด็จพระสัมมาสัมพุทธเจ้าพระญาณ,PERSON,1
25,สมเด็จพระสัมมาสัมพุทธเจ้าพระญาณพระองค์พระทัยเมตตา,PERSON,1
25,สวรรค์ครอง,PERSON,1
25,สาวชาวป่าพระนางพระกุมารน้อย,PERSON,1
25,เลี้ยงดู,PERSON,1
25,แม่,PERSON,3
25,แม่ลูกบาทพ่อ,PERSON,1
25,โอรสน้อยวังอย่างมีความสุขพระราชบิดากุมารน้อยราชโอรสก็,PERSON,1
26,หินหินหินก้อนพระ,LAW,1
26,เกาะกลางแม่น้ำ,LOCATION,3
26,แม่น้ำ,LOCATION,1
26,จระเข้,PERSON,2
26,จระเข้อ้าเหยียบหัวจระเข้,PERSON,1
26,จระเข้เมียรัก,PERSON,1
26,ช้างตกมัน,PERSON,1
26,น้องกินนะจ๊ะโอ้ยน้องหญิง,PERSON,1
26,น้องพี่หันไปกินอย่างอื่นแทนไหม,PERSON,1
26,น้องหญิง,PERSON,2
26,ป่าใหญ่พระโพธิสัตว์เสวยพระชาติพญาวานร,PERSON,1
26,พญาสายตาไปยังเกาะกลางแม่น้ำ,PERSON,1
26,พระ,PERSON,1
26,พระชาดกธิติธรรม,PERSON,1
26,พระพุทธองค์ตรัสชาดก,PERSON,1
26,พระศาสดา,PERSON,1
26,พระเจ้าพิมพิสารอันเป็นองค์พระเจ้าอชาตศัตรูพระเจ้าอชาตศัตรูองค์พิมพิสารพระ,PERSON,1
26,พระเทวทัต,PERSON,1
26,พระเทวทัตจระเข้กำเนิดพญาวานรเสวยพระชาติ,PERSON,1
26,พระเทวทัตทิฐิมานะ,PERSON,1
26,พระเทวทัตพุทธพระศาสดาลอบปลงพระชนม์,PERSON,1
26,พระเทวทัตมาถึงพระเทวทัตยุยงอชาตศัตรูปล่อยช้างตกมันเหยียบพระพุทธองค์เสด็จ,PERSON,1
26,พระเอ๋ย,PERSON,1
26,พี่น้อง,PERSON,1
26,พุทธกาลสมเด็จพระเจ้าธรรมองค์พระศาสดา,PERSON,1
26,วันหนึ่งพระศาสดาเสด็จพระเทวทัต,PERSON,1
26,สมเด็จพระพระเจ้า,PERSON,1
26,สัจจะธิติ,PERSON,1
26,ฮ่า,PERSON,1
26,ฮ่าแผ่นดินมคธกว้างใหญ่,PERSON,1
26,เจ้าชั่งฉลาด,PERSON,1
26,เจ้าแผ่นหิน,PERSON,1
26,แผ่นหินเอ้ยเจ้าแผ่นหินเอ๋ย,PERSON,1
26,โขดหินแผ่นหินกลางน้ำ,PERSON,1
27,บึง,LOCATION,1
27,หมู่,LOCATION,1
27,จีวร,PERSON,1
27,จีวรท่านช่างงาม,PERSON,1
27,จีวรฝีมือ,PERSON,1
27,จีวรภิกษุรูปนี้,PERSON,1
27,ท่านจีวรเย็บ,PERSON,1
27,ปล่อยจีวรจีวร,PERSON,1
27,พระจีวร,PERSON,11
27,พระจีวรจีวรแลกกับพระซัก,PERSON,1
27,พระจีวรชนบท,PERSON,2
27,พระจีวรตะวัน,PERSON,1
27,พระจีวรตะวันกำเนิด,PERSON,1
27,พระชนบท,PERSON,1
27,พระตะวันมหา,PERSON,1
27,พระพระเจ้าพระจีวรตะวันมหา,PERSON,1
27,หนองน้ำป่าแห่งหนึ่ง,PERSON,1
27,เจ้าฮ้าหล่ะ,PERSON,1
28,ชาติ,MONEY,1
28,รู้สึก,ORGANIZATION,1
28,สำนักทิศาปาโมกข์,ORGANIZATION,1
28,เถระ,ORGANIZATION,1
28,ความเป็นอยู่แสน,PERSON,1
28,บุตรแคว้นมิตพินทุ,PERSON,1
28,พระ,PERSON,5
28,พระพระสัมมาสัมพุทธเจ้าไปยังธรรมสภา,PERSON,1
28,พระมิต,PERSON,1
28,พระสารีบุตร,PERSON,1
28,พระเถระนิพพานแล้วจึง,PERSON,1
28,พระเถระลาภ,PERSON,1
28,พุทธกาลมิตพินทุ,PERSON,1
28,มิตพินทุ,PERSON,4
28,มิตพินทุลอยแพ,PERSON,1
28,มิตพินทุสำนัก,PERSON,1
28,มิตพินทุหนีออกจากสำนักทิศาปาโมกข์,PERSON,1
28,มิตพินทุเอ้ย,PERSON,1
28,รีบพระอาคันตุกะ,PERSON,1
28,เกาะยักษ์เดินมายังมิตพินทุหิว,PERSON,1
28,เจ้าแพะมิตพินทุ,PERSON,1
28,เหมือนมิตพินทุ,PERSON,1
28,แล้วก็,PERSON,1
28,โกศล,PERSON,1
29,พระ,MONEY,1
29,รักไพเราะป่าขับเพลงพงไพร,ORGANIZATION,1
29,ข้าน้อย,PERSON,1
29,ที่นี่พี่,PERSON,1
29,น้องพี่,PERSON,1
29,น้องเจ้า,PERSON,1
29,พระ,PERSON,1
29,พระชาวป่ากำเนิดพระนางยโสธราพิมพา,PERSON,1
29,พระพระอินทร์เทพกำเนิด,PERSON,1
29,พระราชฐานชั้นใน,PERSON,1
29,พระอินทร์,PERSON,1
29,พี่ฮือ,PERSON,1
29,ยโสธราภักดี,PERSON,1
29,สมเด็จพระบรมศาสดาสัมมาสัมพุทธเจ้าสติตรัสจันนรีชาดก,PERSON,1
29,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,1
29,สมเด็จพระสัมมาสัมพุทธเจ้าตรัส,PERSON,1
29,สมเด็จพระสัมมาสัมพุทธเจ้าตรัสชาดกจันนรีแล้วทรง,PERSON,1
29,สวรรค์,PERSON,1
29,ฮือรักเจ้าขา,PERSON,1
29,เสด็จเขตระฐานชั้นใน,PERSON,1
29,แคว้นสักกะธรรมโปรดพระเจ้าสุทโธทนะพระ,PERSON,1
30,พรุ่งนี้,DATE,2
30,แคว้น,LOCATION,1
30,ขอรับ,PERSON,2
30,ข้าน้อย,PERSON,1
30,ทาสนันทบุตร,PERSON,1
30,ทาสยืนอวดดี,PERSON,1
30,ธรรม,PERSON,1
30,นันททาส,PERSON,3
30,นันททาสกริยา,PERSON,1
30,นันททาสกำเนิดภิกษุศิษย์พระสารีบุตรบุตรเศรษฐีกำเนิด,PERSON,1
30,นันททาสก็นอบน้อม,PERSON,1
30,บัณฑิตนันท,PERSON,1
30,พระธรรมพระสัมมาสัมพุทธเจ้า,PERSON,1
30,พระสารีบุตรธรรมโปรดชาวชนบทแคว้น,PERSON,1
30,พระสารีบุตรพราหมณ์บัณฑิต,PERSON,1
30,พระสารีบุตรเถระ,PERSON,2
30,พ่อเจ้าลุงนันทเอาไว้,PERSON,1
30,ภิกษุพระตะวัน,PERSON,1
30,ลุงนันท,PERSON,3
30,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,1
30,สมเด็จพระสัมมาสัมพุทธเจ้าเล่านันทชาดก,PERSON,1
31,มหา,LOCATION,1
31,น้อง,PERSON,2
31,น้องพักผ่อน,PERSON,1
31,น้องยินดี,PERSON,1
31,น้องหญิง,PERSON,3
31,น้องหญิงช่างช่างพี่,PERSON,1
31,น้องหญิงพี่,PERSON,1
31,น้องหญิงหนักโอ้ย,PERSON,1
31,พระนางมุทุลักขณาพระมเหสี,PERSON,1
31,พระนางมุทุลักขณาพระฤาษี,PERSON,1
31,พระบัญชรเพคะ,PERSON,1
31,พระพระนางมุทุลักขณากำเนิด,PERSON,1
31,พระพระฤาษี,PERSON,1
31,พระพักผ่อน,PERSON,1
31,พระมเหสี,PERSON,1
31,พระฤาษี,PERSON,2
31,พระฤาษีคุณวิเศษ,PERSON,1
31,พระฤาษีพระนางมุทุลักขณาตะวัน,PERSON,1
31,พระฤาษีพำนักวัง,PERSON,1
31,พระเจ้าพรหมทัตถวายอาราธนาดาบสพำนัก,PERSON,1
31,พระเจ้าพรหมทัตลักขณาพระมเหสีคอยพระฤาษี,PERSON,1
31,พี่,PERSON,1
31,พุทธกาลพระตะวันมหาพระบรมศาสดาแสงจันทร์,PERSON,1
31,ฟังพี่มุทุลักขณาน้อง,PERSON,1
